ID,Burn,In_Out,lat,long,elev,aspect,aspect_SW,slope,hl_index,dist,dwd,d2wd,rdnbr,dnbr,herb_cov,shrub_cov,tree_cov,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,Eref,CMD,MAR,RH,temp,winter_aridity,summer_aridity,PIPO,PSME,ABCO,POTR,PJ
POPOUT105,Poplar,OUT,36.32211973,-112.1677941,2563,233.5310059,0.988935731,8.8805704,0.851466,41,39.61104236,2.86077984,1195,612,28.5,0,0,7.8,18.91538462,-2.392307692,21.28461538,591.2307692,172.8461538,32.25384615,117.0692308,341,1846.461538,3833,125,193.4615385,149.5384615,275.5384615,125.9230769,121.8461538,-31.9,34.6,939,615.6923077,-4604.330769,55.69230769,1.753747557,-2.092112365,0.904839241,0,0,0,69,0
POPOUT112,Poplar,OUT,36.32157438,-112.1645553,2584,293.6289978,0.364405524,11.8402996,0.853944,97,23.42716257,0.997946719,1296,568,99,0.5,0,7.730769231,18.83076923,-2.453846154,21.28461538,597.3076923,173.3846154,31.80769231,116.3230769,344.6923077,1830.230769,3853.307692,121.3846154,192.4615385,150.4615385,275.2307692,124.8461538,125.0769231,-32.1,34.6,935.3076923,610.8461538,-4604.307692,55.69230769,1.606042481,-2.135623979,0.85036852,2,0,0,49,0
POPOUT135,Poplar,OUT,36.31756122,-112.1619335,2632,115.3460007,-0.336339277,4.8130298,0.825113,91,17.20197329,0.756869577,1302,757,11.5,0,29,7.561538462,18.69230769,-2.561538462,21.26923077,612.9230769,175.3846154,30.72307692,114.2153846,354.5384615,1793.769231,3903.230769,114.3076923,189.4615385,152.3076923,273.7692308,121.6153846,133.7692308,-32.5,34.4,922.7692308,598.6923077,-4604.269231,55.38461538,1.246777691,-2.232130722,0.7184653,0,0,0,53,0
POPOUT150,Poplar,OUT,36.31590455,-112.1737166,2607,5.1944299,-0.768221291,15.6852999,0.773115,194,9.699831259,0.351430421,1560,480,13,5.5,0,7.684615385,18.83076923,-2.5,21.32307692,599.1538462,174.6153846,31.61538462,115.5153846,348.3076923,1823.384615,3867.384615,121,191.3076923,151.0769231,274.5384615,123.4615385,126.4615385,-32.2,34.6,931.8461538,605.8461538,-4604.276923,55.38461538,1.519617801,-2.112501847,0.782896327,3,0,0,5,0
POPOUT168,Poplar,OUT,36.31486101,-112.2052023,2521,210.9640045,0.97014355,6.8513398,0.841296,27,84.29543883,6.932570199,838,451,56,0,0,8.130769231,19.39230769,-2.246153846,21.61538462,548.8461538,170.2307692,35.36153846,121.7846154,325.3846154,1938,3731.538462,150.2307692,197.7692308,147.2307692,277.3076923,130.0769231,101.6153846,-31.5,35.1,959.8461538,641.5384615,-4604.276923,55.61538462,2.613783931,-1.700580113,1.0205054,0,0,0,40,0
POPOUT175,Poplar,OUT,36.313947,-112.1683294,2610,336.0379944,-0.358986953,8.96626,0.825173,8,22.39438263,3.270962989,797,458,28.5,0,0,7.646153846,18.79230769,-2.515384615,21.29230769,604.4615385,174.7692308,31.31538462,115.1846154,349.3846154,1815.615385,3875.538462,119.2307692,191.1538462,151.2307692,274.5384615,123.3076923,128.6923077,-32.3,34.5,929.5384615,603.4615385,-4604.276923,55.53846154,1.440736693,-2.164766031,0.765475781,0,0,16,54,0
POPOUT181,Poplar,OUT,36.31334691,-112.2114056,2527,348.6900024,-0.55469925,22.9423008,0.798101,16,102.9542641,7.67874353,736,457,8,2.5,17.5,8.115384615,19.35384615,-2.246153846,21.58461538,544.6153846,170.4615385,35.57692308,121.4538462,326.4615385,1932.615385,3738.692308,148.8461538,197.6153846,147.4615385,277.1538462,129.5384615,100.6153846,-31.5,35.1,959.0769231,641.1538462,-4604.246154,55.61538462,2.592568419,-1.645373364,1.075743534,13,0,14,38,0
POPOUT192,Poplar,OUT,36.31254773,-112.1731316,2617,201.0379944,0.913814975,16.1004009,0.899055,3,60.68150001,8.723612808,1109,569,13.5,7.5,0,7.646153846,18.8,-2.553846154,21.31538462,602.3076923,175.0769231,31.41538462,115.1153846,350.2307692,1816.230769,3876.923077,119.3846154,190.8461538,151.4615385,274.3846154,123,128,-32.3,34.5,929.7692308,603.5384615,-4604.253846,55.38461538,1.441114625,-2.130583648,0.755892247,7,0,0,21,0
POPOUT208,Poplar,OUT,36.31071012,-112.1775706,2592,180,0.707106781,7.7940302,0.851855,7,55.46915257,7.160055557,764,402,5.5,2.5,0,7.738461538,18.91538462,-2.453846154,21.36153846,590.5384615,174,32.20769231,116.3307692,344.4615385,1839.846154,3846.692308,124.7692308,192.6923077,150.2307692,275.2307692,124.9230769,122.0769231,-32.1,34.6,936,611,-4604.238462,55.69230769,1.686939828,-2.037887636,0.827219027,12,0,0,21,0
POPOUT210,Poplar,OUT,36.3096531,-112.2209274,2463,265.9140015,0.755693446,8.3160696,0.854581,8,131.1707536,12.54915786,832,616,51,0,17.5,8.415384615,19.71538462,-2,21.72307692,522.2307692,166,37.74615385,127.0461538,308.7692308,2006,3648.076923,169.3846154,201.1538462,145.4615385,278.8461538,133.1538462,88.69230769,-31.1,35.4,983,664,-4604.284615,55.38461538,3.315225204,-1.548105249,1.246116072,0,0,0,44,0
POPOUT214,Poplar,OUT,36.3104421,-112.2169299,2502,17.9493999,-0.89060524,13.1784,0.755723,3,135.2375441,14.68442667,753,507,2.5,16,29,8.230769231,19.5,-2.153846154,21.62307692,534.0769231,168.7692308,36.52307692,123.6615385,319.1538462,1960.307692,3702.846154,156.3076923,198.7692308,146.6923077,277.7692308,131.0769231,95.15384615,-31.3,35.2,967.4615385,649.4615385,-4604.253846,55.53846154,2.868496717,-1.586841139,1.168677467,1,0,6,82,0
POPOUT224,Poplar,OUT,36.30972232,-112.2052235,2539,278.1300049,0.600001361,7.93117,0.845448,46,88.59794088,5.720960956,723,444,4,2.5,29,8.030769231,19.23076923,-2.253846154,21.5,551.3076923,171.5384615,35,120.0153846,330.3076923,1910.846154,3762.846154,142.6153846,196.6153846,147.9230769,276.7692308,128.9230769,103.8461538,-31.5,35,954.3846154,635.0769231,-4604.223077,55.69230769,2.398214865,-1.689260758,1.073299878,8,0,3,50,0
POPOUT225,Poplar,OUT,36.30869522,-112.2193866,2510,297.071991,0.307821767,14.9358997,0.8647,8,131.8752581,14.23782939,343,236,23.5,46.5,0,8.207692308,19.43846154,-2.153846154,21.58461538,534.3076923,168.8461538,36.44615385,123.2153846,320.7692308,1951.615385,3712.692308,153.7692308,198.4615385,147,277.4615385,130.3846154,95.69230769,-31.3,35.2,966,647.7692308,-4604.238462,55.53846154,2.806952749,-1.584647846,1.196385183,0,0,0,0,0
POPOUT236,Poplar,OUT,36.30755824,-112.2150696,2496,121.6080017,-0.231612047,6.97089,0.83024,8,98.74650724,6.312719817,659,432,20,17.5,0,8.230769231,19.49230769,-2.123076923,21.59230769,533.3846154,168.6153846,36.58461538,123.7461538,318,1961.923077,3699.230769,156.4615385,199.2307692,146.3076923,277.7692308,131.3076923,94.76923077,-31.3,35.2,967.6153846,650.1538462,-4604.238462,55.61538462,2.883123588,-1.587655893,1.203295621,7,0,6,30,0
POPOUT238,Poplar,OUT,36.30838996,-112.2112844,2492,316.6849976,-0.029404517,20.6599998,0.863302,11,118.9937286,10.32132174,768,487,61,3,0,8.238461538,19.51538462,-2.123076923,21.60769231,534.9230769,168.6923077,36.5,123.7,317.7692308,1964.307692,3696.615385,156.9230769,199.3846154,146.2307692,277.9230769,131.6153846,94.92307692,-31.2,35.2,967.7692308,649.7692308,-4604.238462,55.69230769,2.891806391,-1.600959307,1.173431669,0,0,6,1,0
POPOUT239,Poplar,OUT,36.30762712,-112.2180445,2520,165.7350006,0.511068085,13.0887003,0.882924,5,116.4820495,13.4021153,536,363,55,87.5,0,8.138461538,19.38461538,-2.153846154,21.56923077,537.3846154,169.7692308,36.12307692,122.2307692,323.5384615,1938.076923,3728.384615,150.0769231,197.7692308,147.1538462,277.3846154,130.1538462,97.46153846,-31.4,35.1,960.8461538,644.1538462,-4604.230769,55.61538462,2.691151608,-1.589908058,1.173771975,1,0,0,0,0
POPOUT291,Poplar,OUT,36.28901142,-112.2073769,2490,201.8009949,0.91914218,8.9263802,0.846864,22,112.6971117,7.30718895,621,459,52.5,40,0,8.146153846,19.27692308,-2.107692308,21.36153846,529.6153846,169.1538462,36.69230769,121.9230769,319.1538462,1934.384615,3721.384615,146.4615385,199.3076923,145.7692308,277.7692308,132.2307692,93.84615385,-31,35,960.6153846,645.7692308,-4604.092308,55.84615385,2.684792536,-1.524090333,1.405812573,4,0,0,23,0
POPOUT294,Poplar,OUT,36.2848739,-112.2118005,2477,263.1570129,0.786320643,10.2781,0.879604,16,NA,NA,802,588,94.5,0,0,8.230769231,19.37692308,-2.023076923,21.37692308,524.0769231,167.8461538,37.25384615,123.4230769,313.6153846,1954.769231,3695,151.7692308,200.3076923,145,278.2307692,133.1538462,90.61538462,-30.9,35.1,969.2307692,651.3076923,-4604.130769,55.84615385,2.885368304,-1.508329814,1.462914593,48,0,0,0,0
POPOUT296,Poplar,OUT,36.28334139,-112.2109083,2475,197.2810059,0.885239478,20.9517002,0.925461,42,108.6327283,6.224464781,879,573,26.5,32,0,8.253846154,19.39230769,-2.015384615,21.39230769,523.5384615,167.4615385,37.31538462,123.7692308,312.6923077,1959.153846,3689.615385,153,200.3846154,145,278.4615385,133.2307692,90.23076923,-30.9,35.1,970.7692308,653.3846154,-4604.069231,55.84615385,2.925357407,-1.514491151,1.462550804,8,0,0,0,0
POPOUT297,Poplar,OUT,36.27718678,-112.2035095,2473,161.5650024,0.447212834,6.3985,0.841129,10,135.353752,11.3664358,730,464,51.5,12.5,17.5,8.323076923,19.46923077,-1.930769231,21.44615385,527.6923077,166.8461538,37.16923077,124.9307692,309.5384615,1973.230769,3672.769231,157.0769231,200.8461538,145,278.7692308,133.8461538,90.76923077,-30.9,35.2,976.3846154,656.7692308,-4603.876923,55.69230769,3.047752597,-1.595293944,1.408241353,2,0,2,0,0
POPOUT299,Poplar,OUT,36.27442068,-112.2069406,2465,286.2940063,0.480315253,13.7021999,0.887761,5,110.1683022,7.9171441,1153,802,24.5,29.5,0,8.392307692,19.55384615,-1.923076923,21.47692308,522.3076923,165.6153846,37.69230769,126.2230769,305.3846154,1990.307692,3651.384615,161.5384615,201.3846154,144.4615385,279,134.3846154,88.15384615,-30.8,35.3,983.7692308,664.3846154,-4603.8,55.53846154,3.212737438,-1.573672208,1.447543202,14,0,0,0,0
PUMPOUT001,Pumpkin,OUT,35.44378543,-111.8202318,2350,327.5289917,-0.216933593,3.62344,0.839991,70,80.58521944,4.069586539,924,614,36.5,17.5,0,7.65,18.6875,-2.675,21.35625,532.25,228.6875,35.1375,86.2125,354.875,1820.1875,3872.125,115.25,165.3125,165.625,267.0625,101.625,87.25,-36,35.4,1036.8125,676.875,-3737.89375,46,1.420226259,-0.024584967,0.444436293,0,0,0,0,0
PUMPOUT003,Pumpkin,OUT,35.44250117,-111.8722456,2509,281.3099976,0.55469925,9.7895899,0.857346,17,69.46856815,5.065649096,939,637,43,0,0,7.30625,17.9625,-2.5,20.475,568.875,227.875,32.39375,83.1125,351.9375,1700.25,3969.25,86.375,163.1875,168.0625,266.5,98.1875,99.75,-35.5,34.7,1000.9375,631.75,-3737.525,47.1875,0.394736714,-0.487913057,0.89988401,0,0,0,0,0
PUMPOUT004,Pumpkin,OUT,35.44253515,-111.8197894,2355,304.6950073,0.178887949,4.6363201,0.847827,61,70.4777855,3.120103563,973,656,33,0,0,7.61875,18.66875,-2.7,21.35,533.1875,229,35.04375,86.03125,356.4375,1815.6875,3878.625,114.25,164.9375,165.6875,267,101.1875,88.0625,-36.1,35.3,1035.875,675.4375,-3737.875,46,1.374843822,-0.027265178,0.438210663,1,0,0,0,0
PUMPOUT005,Pumpkin,OUT,35.44220873,-111.8708211,2506,100.2440033,-0.570082755,16.7793999,0.811893,4,66.0053815,6.631635654,49,40,1,0,62.5,7.3125,17.975,-2.51875,20.5,568.1875,227.9375,32.4625,83.15,352.75,1702.0625,3969.1875,86.875,163.1875,168.0625,266.5,98.25,99.75,-35.5,34.7,1001.4375,632.0625,-3737.55,47.1875,0.408741819,-0.474864106,0.882912204,0,0,0,0,0
PUMPOUT006,Pumpkin,OUT,35.44246559,-111.818081,2359,3.81407,-0.752576639,4.4052901,0.828059,14,NA,NA,713,494,35.5,0,0,7.6125,18.64375,-2.71875,21.35,533.375,229.125,35,85.83125,357.625,1811.375,3884.1875,113.25,164.6875,166,266.9375,101,88.1875,-36.1,35.3,1035.125,674.375,-3737.88125,46,1.344119992,-0.023067327,0.433769782,19,0,0,0,0
PUMPOUT012,Pumpkin,OUT,35.44107701,-111.8696851,2450,135,-6.13E-17,14.9968004,0.859153,60,51.87964416,2.688378792,760,452,35.5,0,0,7.53125,18.275,-2.3625,20.6625,558.9375,225.625,33.41875,85.425,339.8125,1759.125,3896.125,98.5,165.6875,166.5,267.625,100.8125,93,-35.3,35,1019.9375,651.5,-3737.5625,46.9375,0.909296107,-0.438585405,0.852622369,1,0,0,0,0
PUMPOUT034,Pumpkin,OUT,35.4380208,-111.8708862,2416,186.7100067,0.784884603,8.6535501,0.874696,5,54.88188116,3.9790627,1026,739,23,2.5,0,7.70625,18.475,-2.2625,20.7625,553.875,223.75,34.00625,87.075,330.6875,1796.9375,3847.875,106.625,167.3125,165.5,268.25,102.5625,88.9375,-35.2,35.2,1036.125,662.9375,-3737.625,46.8125,1.252266126,-0.435344503,0.826345562,4,0,0,0,0
PUMPOUT038,Pumpkin,OUT,35.43776729,-111.8735276,2475,82.4054031,-0.79435734,8.2169504,0.816979,46,68.86426775,4.380887838,1017,564,27,3,0,7.4625,18.1625,-2.40625,20.575,563.9375,225.875,32.99375,84.78125,343.25,1737.5625,3920.375,94,164.8125,167.1875,267.0625,99.8125,95.5625,-35.4,34.9,1014.75,645.3125,-3737.6125,47,0.730720144,-0.487963079,0.881008055,0,0,0,0,0
PUMPOUT053,Pumpkin,OUT,35.43635421,-111.8731818,2471,61.6991997,-0.957826509,14.0078001,0.789621,10,36.39365545,2.186348987,823,556,8,11,0,7.48125,18.175,-2.40625,20.6,563.25,225.75,33.06875,84.95,342.8125,1742.0625,3916.3125,94.875,165,167.1875,267.0625,100,95.375,-35.4,34.9,1016.0625,646.75,-3737.625,47,0.76642361,-0.48237718,0.86818722,1,0,0,0,0
PUMPOUT090,Pumpkin,OUT,35.43287494,-111.8123104,2391,103.3919983,-0.52410485,4.94135,0.83298,79,51.5592059,2.581688619,1005,609,36.5,0,0,7.48125,18.4875,-2.81875,21.3375,536.75,230.6875,34.5125,84.575,367.5,1779.9375,3928,106.25,162.9375,166.9375,266,99.0625,91.9375,-36.3,35.2,1027.375,666.875,-3737.85625,46,1.097931562,-0.016958409,0.403234099,2,0,0,0,0
PUMPOUT114,Pumpkin,OUT,35.43132866,-111.8116338,2399,318.5759888,-0.062372266,5.5093899,0.846922,45,35.05591862,1.856982477,924,604,24,2.5,0,7.40625,18.43125,-2.90625,21.34375,538.9375,231,34.2375,84.1625,374,1765,3952.875,103.3125,161.75,167.5,265.625,97.9375,94.3125,-36.4,35.1,1024.8125,663.1875,-3737.8625,46,0.972979877,-0.028299443,0.37475141,1,0,0,0,0
PUMPOUT119,Pumpkin,OUT,35.43065781,-111.8778794,2467,309.8059998,0.090528294,8.4017897,0.846295,75,12.33885175,0.563286899,966,644,60.5,2.5,0,7.50625,18.25,-2.40625,20.625,561.75,224.625,33.23125,85.6375,342.375,1751.5625,3906.8125,96.875,165.375,167,267.5,100.5,94.9375,-35.4,35,1018.125,649.9375,-3737.75,47,0.846617035,-0.492034489,0.871347642,1,0,0,0,0
PUMPOUT146,Pumpkin,OUT,35.4295212,-111.8109107,2407,350.5379944,-0.58124269,5.3561602,0.833341,67,53.90847608,2.529598168,971,588,32.5,0.5,0,7.375,18.3875,-2.925,21.325,540.0625,231.3125,34.08125,83.875,376.8125,1756.375,3964.625,101.5,161.4375,167.8125,265.3125,97.75,95.4375,-36.5,35.1,1023,661,-3737.8625,46,0.907750951,-0.034895024,0.377338373,0,0,0,0,0
PUMPOUT184,Pumpkin,OUT,35.42711247,-111.8781383,2472,299.7449951,0.26311549,25.1161995,0.897306,308,0.082581668,0.002406226,1086,793,31,10,0,7.48125,18.21875,-2.44375,20.66875,562.5625,224.5625,33.1125,85.5,345.1875,1746.3125,3916.75,95.875,164.8125,167.1875,267.1875,99.8125,96.1875,-35.5,35,1012.6875,646.8125,-3737.8125,46.9375,0.785807748,-0.490391724,0.83407764,0,0,0,0,0
PUMPOUT192,Pumpkin,OUT,35.426764,-111.8764601,2528,70.2011032,-0.904818854,12.0151997,0.788356,314,0,0,1138,889,12.5,78,0,7.2625,17.93125,-2.56875,20.5,572,227,32.19375,83.2375,357.1875,1693.3125,3983.875,85.25,163.0625,168.4375,266.375,97.8125,102.5625,-35.6,34.7,999,630,-3737.8125,47.1875,0.334104408,-0.532524157,0.864553783,0,0,0,0,0
PUMPOUT275,Pumpkin,OUT,35.42278746,-111.8802173,2530,291.6659851,0.396090689,23.9843998,0.905209,646,0,0,1054,853,3.5,27.5,0,7.25625,17.9375,-2.61875,20.5375,570.4375,226.5,32.23125,83.475,360.1875,1693.9375,3988.625,85.375,162.6875,168.5,266.25,97.75,103.4375,-35.6,34.7,999.5,631.125,-3737.91875,47.1875,0.337749498,-0.523801015,0.849927751,3,0,0,0,0
PUMPOUT278,Pumpkin,OUT,35.42268333,-111.8784207,2587,315,1.84E-16,17.3029003,0.86872,721,0,0,1133,875,7,37.5,0,7.03125,17.63125,-2.75625,20.4,580.25,229,31.3125,81.16875,372.5,1640.3125,4057.75,75.4375,160.8125,169.8125,265.4375,95.6875,110.375,-35.7,34.4,980.4375,613.875,-3737.9,47.5,-0.137692613,-0.559720118,0.86102045,0,0,0,0,0
PUMPOUT295,Pumpkin,OUT,35.42195327,-111.8759013,2586,37.875,-0.992277912,24.2155991,0.712788,638,0,0,979,626,11.5,18.5,0,7.025,17.63125,-2.75625,20.38125,581.375,229.3125,31.23125,81.0625,372.5625,1638.75,4059.5,75.3125,160.4375,170.0625,265.25,95.375,110.75,-35.8,34.4,980.625,613.4375,-3737.925,47.4375,-0.157976541,-0.568693986,0.863540631,0,0,0,0,0
PUMPOUT353,Pumpkin,OUT,35.42021524,-111.8043076,2439,349.6950073,-0.56920788,5.3852301,0.831242,9,147.3178828,14.34406218,285,165,14.4,0,0,7.20625,18.20625,-3.08125,21.275,544.8125,232.375,33.49375,82.69375,388.875,1721.3125,4014.75,94.3125,159.3125,168.9375,264.25,95.25,100.5,-36.7,35,1013,652.375,-3737.8125,45.875,0.599222778,-0.054228374,0.369861209,17,0,0,0,0
PUMPOUT444,Pumpkin,OUT,35.41305305,-111.8993417,2370,180,0.707106781,10.4483004,0.888858,15,87.0871479,8.282550071,759,540,44.5,7.5,0,7.89375,18.8625,-2.34375,21.2125,535,217.125,35.59375,91.6,332.75,1863.5,3795.3125,123.75,168.75,164.8125,269.1875,104.75,85.5625,-35.5,35.6,1046.625,690,-3738.0625,46.1875,1.837676394,-0.349530804,0.711889993,10,0,0,0,0
PUMPOUT456,Pumpkin,OUT,35.41225111,-111.9041018,2326,293.552002,0.365656623,11.4422998,0.873903,3,113.5356553,12.31567072,912,645,33,10.5,0,8.08125,19.1125,-2.2625,21.35625,524.6875,214.6875,36.6375,93.95,324.5,1913.1875,3740.1875,136.6875,170.6875,163.1875,270,106.875,80.5625,-35.4,35.8,1065.4375,706.875,-3738.05,46.1875,2.278174956,-0.299836478,0.705959509,4,0,0,0,0
PUMPOUT458,Pumpkin,OUT,35.41217005,-111.9016778,2357,18.4349003,-0.894426812,5.06635,0.819947,9,110.8976249,8.305173933,901,629,30.5,2.5,0,7.9375,18.93125,-2.33125,21.25,531.9375,216.375,35.90625,92.3125,330.9375,1877.9375,3780.25,127.5,169.3125,164.1875,269.4375,105.0625,84.1875,-35.5,35.7,1050.125,694.5,-3738.0625,46.1875,1.951737753,-0.333835135,0.716328177,2,0,0,0,0
PUMPOUT460,Pumpkin,OUT,35.41176049,-111.9070039,2293,286.1130066,0.483083633,12.3326998,0.881817,8,126.4943445,11.12824094,710,530,6,3.5,7.5,8.21875,19.3125,-2.19375,21.5125,517.0625,212.875,37.475,95.75,318,1951,3698.6875,146.9375,172.125,162.25,270.75,108.625,76.8125,-35.3,36,1074.1875,718.8125,-3738.05,46,2.607625797,-0.251956841,0.672598488,3,0,0,0,0
PUMPOUT467,Pumpkin,OUT,35.41107139,-111.9051129,2317,180,0.707106781,4.3214698,0.860624,4,116.9997033,12.16563324,558,330,20.5,5,0,8.10625,19.16875,-2.26875,21.43125,522.5,214.1875,36.8625,94.4625,324.625,1921.6875,3734.0625,139.25,170.8125,163.1875,270.125,106.875,80.0625,-35.4,35.9,1068.1875,710.3125,-3738.0625,46,2.362567314,-0.282110812,0.672714613,2,0,0,0,1
PUMPOUT472,Pumpkin,OUT,35.41066493,-111.8832904,2402,204.1459961,0.934490557,7.5935998,0.870731,96,11.96321275,0.477794784,1037,627,13.5,17.5,0,7.68125,18.60625,-2.45,21.0625,549.5,220.5,34.2625,88.98125,343.25,1809.3125,3860.75,111.3125,165.1875,167,267.75,100.625,92.4375,-35.7,35.4,1033.4375,673.0625,-3738.125,46.1875,1.348954996,-0.433029638,0.678175778,3,0,0,0,0
PUMPOUT475,Pumpkin,OUT,35.40988886,-111.9064984,2283,204.7749939,0.938342232,19.0102005,0.897277,4,NA,NA,747,458,21,12.5,0,8.2375,19.36875,-2.2125,21.5875,514.5625,212.1875,37.7,96.33125,319.25,1959.0625,3695.125,149.6875,172.0625,162.25,270.625,108.3125,76.75,-35.4,36.1,1077.375,723.3125,-3738.05,45.875,2.690373759,-0.236355352,0.644333706,0,0,0,0,0
PUMPOUT479,Pumpkin,OUT,35.40948725,-111.8987074,2297,192.529007,0.843663355,18.7528,0.936157,25,63.57436519,4.724645597,819,498,12.5,3,0,8.18125,19.29375,-2.25625,21.55,516.9375,213.125,37.4,95.575,323.1875,1944.75,3713.3125,146.125,171.1875,162.8125,270.4375,107.75,78.25,-35.5,36,1074.25,718.875,-3738.0625,45.9375,2.561549904,-0.2405333,0.640445035,10,0,0,0,0
PUMPOUT483,Pumpkin,OUT,35.40885074,-111.881079,2392,236.8209991,0.978792375,16.1091995,0.898,3,75.11759047,9.88457053,600,395,0,111.5,0,7.69375,18.6375,-2.44375,21.075,548.4375,220.3125,34.3625,89.2375,343.4375,1813.875,3857.5625,112.8125,164.875,167.125,267.5625,100.25,92.25,-35.7,35.4,1035.9375,676.0625,-3738.125,46,1.390443287,-0.428979742,0.682004589,2,0,0,0,0
PUMPOUT488,Pumpkin,OUT,35.40837911,-111.8826928,2371,63.4348984,-0.948683576,2.05159,0.827107,28,58.42431944,3.650932917,859,618,18,0.5,0,7.76875,18.7625,-2.4125,21.1625,544.375,219.1875,34.7625,90.25,339.8125,1834.625,3833.9375,117.8125,165.5625,166.6875,267.75,101.0625,90.125,-35.7,35.5,1043.875,685.6875,-3738.1125,45.9375,1.589308787,-0.413725503,0.659455585,13,0,0,0,0
PUMPOUT504,Pumpkin,OUT,35.40662171,-111.8078509,2439,311.8200073,0.055472853,3.24177,0.851563,16,132.7980824,8.806795651,975,630,19.5,0.5,0,7.075,18.1375,-3.21875,21.35625,545.6875,232.25,33.20625,82.4375,404.0625,1698.4375,4061.8125,90.875,156.25,170.9375,262.875,92,105.6875,-37,35,1009.625,649.5,-3737.81875,45.5,0.430637216,-0.052799915,0.309775734,56,0,0,0,0
PUMPOUT511,Pumpkin,OUT,35.40512792,-111.888329,2328,173.6600037,0.624697711,7.6677198,0.855687,14,71.86217308,6.416238358,844,595,8.5,0,0,7.925,18.975,-2.35625,21.34375,534,216.5625,35.74375,92.49375,333.625,1878.25,3786.875,129.125,167,165.75,268.5625,102.8125,85.625,-35.7,35.8,1057.25,701.3125,-3738.06875,45.8125,1.977588544,-0.357711526,0.634707075,106,0,0,0,0
PUMPOUT519,Pumpkin,OUT,35.40417354,-111.8942543,2345,309.5599976,0.094803365,6.81353,0.855314,188,9.756481118,0.317388704,1147,781,22,49,0,7.9,18.925,-2.4,21.325,533.6875,216.375,35.7125,92.225,335.75,1869.625,3797.0625,126.4375,167.375,165.4375,268.75,103.125,86.1875,-35.7,35.7,1050.8125,697.5625,-3738.0625,45.875,1.904444101,-0.34808882,0.651032511,1,0,0,0,0
PUMPOUT523,Pumpkin,OUT,35.40380938,-111.8910677,2313,180,0.707106781,11.0691996,0.893109,60,51.51804587,2.832204979,1061,658,56.5,29,0,7.98125,19.06875,-2.33125,21.41875,529.9375,215.5625,36.13125,93.35625,331.25,1894.5625,3769.625,133.3125,167.625,165.1875,268.75,103.6875,84.125,-35.7,35.9,1061.25,706.625,-3738.0625,45.5625,2.126092545,-0.333160308,0.621746189,1,0,0,0,0
PUMPOUT527,Pumpkin,OUT,35.40375177,-111.8767616,2435,241.7980042,0.957329565,18.8302994,0.916452,26,114.7452048,10.18685096,830,584,22,15.5,0,7.48125,18.375,-2.60625,20.9875,555.1875,222.125,33.54375,87.2875,356.6875,1764.875,3922.5,101.8125,162.5,168.6875,266.625,97.8125,98.375,-36,35.2,1025.1875,662.9375,-3738.1125,46.1875,0.984184876,-0.451227245,0.675169556,5,0,0,0,0
PUMPOUT531,Pumpkin,OUT,35.40348043,-111.874391,2463,203.7489929,0.932001498,18.7721996,0.922473,21,108.2149572,8.657126776,673,460,21,7.5,0,7.33125,18.21875,-2.70625,20.94375,560.3125,223.125,33.00625,86.15,366.0625,1733.1875,3966.25,95.5,160.6875,169.875,265.75,95.875,103.1875,-36.1,35.1,1019.1875,654.75,-3738.1125,46.1875,0.72603149,-0.476737932,0.660573282,10,0,0,0,0
PUMPOUT532,Pumpkin,OUT,35.40390718,-111.8079339,2429,248.1990051,0.91914218,5.2182999,0.859965,11,120.5996187,9.017437812,849,524,53.5,0,0,7.0875,18.1625,-3.21875,21.38125,543.75,231.75,33.38125,82.775,403.875,1704.125,4056.5625,92.3125,156.0625,171.125,262.875,91.8125,105.0625,-37,35,1012.4375,652.875,-3737.8375,45.3125,0.482794844,-0.042036526,0.314396142,8,0,0,0,0
PUMPOUT539,Pumpkin,OUT,35.40266709,-111.8943478,2327,167.0050049,0.529993341,15.2158003,0.902248,143,26.55566066,1.001216728,1288,788,19.5,0,0,7.94375,19.0125,-2.3625,21.36875,530.5,215.75,36.00625,93,333.6875,1884.9375,3781.125,130.5,167.5625,165.1875,268.75,103.5625,84.6875,-35.7,35.8,1055.4375,703.5,-3738.05,45.8125,2.034421501,-0.33387946,0.654430196,0,0,0,0,0
RCHOUT023,Rodeo_Chediski,OUT,34.40475621,-110.6155712,2035,272.6029968,0.674263762,12.1709995,0.896946,141,15.88197933,0.654876703,776,448,25,26.5,0,10.20714286,21.6,-0.921428571,22.53571429,439.7857143,219.0714286,47.67142857,105.0285714,218.8571429,2451.214286,3130.785714,299.8571429,201.0714286,145.5,282.0714286,136.7857143,36,-33.2,37.1,1196.928571,849.2142857,-4274.285714,47.35714286,6.561682609,0.747627648,0.362711392,0,0,0,0,1
RCHOUT031,Rodeo_Chediski,OUT,34.40232725,-110.6146031,2049,112.2490005,-0.386727049,14.9455004,0.851597,33,14.57811908,0.617416978,965,464,33,1,0,10.14285714,21.55,-0.978571429,22.52857143,447.6428571,221,46.72142857,103.7857143,222.0714286,2435.857143,3148.142857,294.7142857,200.7857143,145.5,281.9285714,136.5,37.64285714,-33.3,37,1191.5,839.1428571,-4274.278571,47.57142857,6.382080426,0.69548427,0.254660224,0,0,0,0,6
